k4u8-p5ux	Where Incidents That Led To A Substantiated Complaint Took Place - Bronx 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
tmtb-gcc6	NYC Department of Design and Construction (DDC): Open Requests for Proposals	 requests for proposal rfp contractors consultants postings
xmzf-uf2w	BPL Branches	null
wjtn-s4z7	Clear Channel Sign List - Times Sqaure	 times square alliance times square crossroads crossroads of the world nyc new york city new york manhattan theater food screens pedestrian entertainment tourism signs clear channel
ua6e-whvi	BRONX 2012 Farmers Market List	 2012 nyc market list dohmh farmers market green food health
nrkc-cdgn	311 Address Type Brooklyn	 311 311 service requests 2010 2011 2012 service request status all service requests
8f3b-vtv6	Black Car Services - Vehicles	null
ty7c-8rmq	NYS Math Test Results By Grade 2006-2011 - School Level - By Race- Ethnicity	 lifelong learning
2nju-4jd4	Map View	 retail sale sell license store electronics consumer affairs dca
gyeu-z953	School Funding by $	 school construction authority sca capital improvement project current education
hnb5-znci	311 Night Noise Survey CB 3_Bar/Restaurants & Streets/Sidewalks	 311 311 service requests 2010 2011 2012 service request status all service requests
v8qr-fxvz	Bronx 311 TLC data	null	 311 311 service requests 2010 2011 2012 service request status all service requests
dgg9-jkx8	World Trade Center (WTC) Patient Categories	 health patient world trade center wtc healthy living
v3zf-nci8	Directory of Barbecuing Areas	 directory of barbecuing areas dpr parks barbecque bbq healthy living
fijd-wye8	DYCD after-school programs: Teen ACTION Programs	 jobs and economic mobility education services youth community development school child children nycha new york city housing authority beacon satellite teen action after school lifelong learning
8ddc-rrz2	Airport Point	 geographic location map cartography transportation airport point center doitt gis
mm69-vrje	Zoning GIS Data: ESRI Geo-database	 zoning geographic location map cartography zone district commercial dcp
2bmn-jq9v	311 Placard Complaints - 2010-Present	 311 311 service requests 2010 2011 service request status all service requests
h934-fx57	DATA MAP NYPD TRAFFIC NOISE	 311 311 service requests 2010 2011 service request status all service requests
wdwj-7we3	CB3 Alcohol Complaints	 311 311 service requests 2010 2011 service request status all service requests
h7fg-wtx5	street	 geographic location map cartography zip code zip code boundary
tuqs-dizn	electronic stores	 retail sale sell license store electronics consumer affairs dca
yczb-msz7	FC BID Walkof Fame Data	 fc bid walk of fame fame bid artist designer
wr9j-sw2f	farmersmarket	 block parties street festivals events
ubup-4t7j	Farmers Market Brooklyn	 2012 nyc market list dohmh farmers market green food health
djnk-fxfj	Rat sightings NYC map	 311 311 service requests 2010 2011 2012 service request status all service requests
y4hr-mgxd	Drinking In Public	 311 311 service requests 2010 2011 2012 service request status all service requests
6rg9-pfbz	DYCD after-school programs: NDA Educational Middle School Programs	 jobs and economic mobility education services youth community development community development school child children after-school nda neighborhood development area neighborhood middle school lifelong learning
yqkf-i7a4	DYCD after-school programs: Healthy Families	 jobs and economic mobility community development community development school child children after-school after-school programs programs family family support housing assistance and advocacy housing advocacy adult health awareness and prevention hiv/aids support services hiv aids hiv/aids young parent education and family support substance abuse education and prevention fatherhood initiative healthstat health stat lifelong learning
kn7u-vdxr	Hospitals & Clinics, Brooklyn	 facility facilities health patient healthcare healthcare provider hospital medicare medicaid
5yay-3jd5	DOF: Summary of Neighborhood Sales for Manhattan for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough manhattan
7s3q-rztu	DOF: Summary of Neighborhood Sales in Manhattan for Class 1-, 2- and 3-Family homes - 2008	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough manhattan
fabj-6qv3	1	 health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care
djj3-qxwf	Open Balance (Staten Island)	 department of finance finance dof staten island borough statement of account
v39y-4v3t	Paratransit Vehicles	 transportation taxi limousine vehicle paratransit transit van travel
pfys-fabf	NYPL Branch Services - Bronx	 libraries culture community recreation education bronx
sp9a-cd2a	Publicly Accessible Waterfront Spaces (PAWS) Database	 publicly accessible waterfront spaces (paws) database dcp
ens7-ac7e	2009 School Survey	 department of education education board of ed school schools p.s. jhs is high school junior high school elementary learning survey lifelong learning
esw6-z4id	DYCD after-school programs: Fatherhood	 jobs and economic mobility community development community development school after-school after-school programs programs family family support fatherhood initiative fatherhood initiative adults young adults lifelong learning
yu9n-iqyk	English Language Arts (ELA) Test Results by Grade 2006-2011 - School level - All Students	 lifelong learning
64mf-8fyz	311 Commercial Noise Complaints _10002	 311 311 service requests 2010 2011 2012 service request status all service requests
a2rp-w9d8	HPD	 311 311 service requests 2010 2011 service request status all service requests
rubn-abch	DEP -  Bureau of Wastewater Treatment (BWT) – 2010 Nuisance Complaints	 dep environment environmental protection department of environmental protection nuisance complaints 2010 bureau of wastewater treatment wastewater nuisance complaints healthy living
syjw-fyuz	2009 birth names (Female White Non Hispanic)	 birth names white non hispanic health popular
p6si-cb3g	Test	 geographic location map cartography property building perimeter
m9dy-erm4	New Jersey Transit Stations	 doitt gis geographic location map cartography transportation nj new jersey transit stations commute penn station
nwrb-z58j	2006-07 Class Size - By District	 lifelong learning
6x9t-2tbx	Pending Rodent Complaints (2010-present)	 311 311 service requests 2010 2011 2012 service request status all service requests
s79c-jgrm	2003 Campaign Contributions	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
5e24-x4wa	Montague Street Business Improvement District. (BID)	 business improvement district bid block lotbusiness
3kcn-nsb5	English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - by Race-Ethnicity	 lifelong learning
memx-xuna	Approved registrants map	 wholesale vendor market registration approved
wchz-a6hh	Rudy W. Giuliani, 1994-2001	 mayor mayoral records administration 1994 1995 1996 1997 1998 1999 2000 2001 inventory library catalog catalogue
jcsa-ck55	NYULMC	 park parks nature recreation tree census arbor geographic manhattan
qkjb-2n58	Manhattan Noise Complaints 2009 Test	 311 311 service requests 2009 all service requests
v8zv-ywyu	311 DOHMH Important Columns	 311 311 service requests 2010 2011 2012 service request status all service requests
qpwm-s268	Municipal Parking Facilities (Bronx)	 transportation parking bronx clean web
63q5-id7i	Queens Open Article 7 Petitions	 tax commission action petition record challenge challenging real property assess law attorney code open article queens index issue
urib-cg6g	Cultural Organizations in Community District 3	 culture gallery art museum museo dance performance painting sculpture
8das-cmyz	DOHMH	 311 311 service requests 2010 2011 2012 service request status all service requests
au2v-djg4	WTC Disorders	 health patient world trade center wtc disorder environmental health center healthy living
qbce-2kcu	DOF: Cooperative Comparable Rental Income – Bronx – FY 2010/2011	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough bronx
scwj-eyn6	Community Car Service Vehicles	 transportation taxi limousine community car vehicle service
kvdm-5cy6	Cool roofs	 nyc cool roofs buildings dob environment cooling greenhouse gas reflective
etrr-fwvn	10-18	 311 311 service requests 2010 2011 service request status all service requests
it98-jwh3	DOHMH Requests	 311 311 service requests 2010 2011 service request status all service requests
mf6v-bdzr	Current Commuter Van Drivers	 transportation taxi limousine commuter van driver
pgrs-2cjd	NYS Math Test Results By Grade 2006-2011 - District - By Race- Ethnicity	 lifelong learning
nfdd-74ju	wi-fi: 127 west 25th street	 doitt gis geographic location map cartography services wifi wireless hot spot access telecommunication
bymk-vktx	Street Network changes	 clean web
rutp-5ut3	Catalog Selected Columns	null	 opendata catalog catalog dcat datasets directory
78dh-3ptz	Police Precincts	 police precincts dcp geographic location map cartography safety crime boundary police policeman cop division precinct precincts gis jurisdiction school health fire & police gis: police precincts
b79y-xcs9	Wastewater Treatment Plants	 dep department of environmental protection environment wastewater treatment wastewater treatment plants healthy living
q22y-8tpb	franj771	 jobs tech
bxx9-kwnf	Manhattan 2009 TC Reductions	 2009 tax commission apply application assess reclassify reduce reduction reclassified property action
36hn-wea6	DYCD after-school programs: OSY Out Of School Youth Employment Programs	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs employment internships job jobs internship young adult osy in-school youth employment lifelong learning
ia9u-k3t3	DYCD after-school programs: NDA Adult Literacy Programs	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs young adult civics literacy english language program adult literacy nda neighborhood neighborhood development area reading writing lifelong learning
eiws-5d5u	2013 Campaign Contributions, Brooklyn	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
xim3-g85q	noloc	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
59gn-q4ai	Directory of Playgrounds	 healthy living
qfxy-c6k3	Municipal Parking Facilities (Queens)	 transportation parking queens clean web
dw2u-7wut	Bitsplit	 block parties street festivals events
h74c-n4ni	2010 Census Tracts	 census geographic location map cartography boundary block survey poll 20010 census blocks & tracts gis: 2010 census tracts dcp
tgvi-w9ww	Damage By Sandy By Land Use	 dcp city planning hurricane sandy damage
2nu7-zyj5	311 Address Type Staten Island	 311 311 service requests 2010 2011 2012 service request status all service requests
k2um-vsan	Dirty Water	 311 311 service requests 2010 2011 2012 service request status all service requests
hfjr-ingf	NYPL Blogs	 library blog entertainment nypl event culture
ijxg-g6qy	Group Ride Vehicle Pilot Program - Drivers	null
bes4-ca7j	all	 geographic location map cartography historic landmark preservation preserve conservation conserve interior scenic building district
b59s-jsgk	Latin Media Organization Map	 culture entertainment media latin cultural event organization hispanic resource
s3zn-tf7c	DOF: Condominium comparable rental income – Queens - FY 2010/2011	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties queens borough
fics-ewaq	Where Incidents That Led To A Complaint Took Place By Precinct - Manhattan 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
nbun-a9vi	DOF: Summary of Neighborhood Sales for Brooklyn for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough brooklyn
yrf7-4wry	DOF: Cooperative Comparable Rental Income – Bronx – FY 2011/2012	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough bronx
wqe4-ja88	All agencies	 311 311 service requests 2010 2011 2012 service request status all service requests
fx5y-tna6	Map View	 brooklyn fulton street mall business list directory
dj4e-3xrn	School Progress Reports - All Schools - 2007-08	 lifelong learning
ge5q-np8z	manhattan	 map location cartography site bath bathroom wash washroom head look urinal urine relief station
mij6-xtv9	Staten Island hotspot list	 geographic location map cartography services wifi wireless hot spot access telecommunication
3pv5-uw4q	a	 wholesale vendor license registration trade waste denied
qhpt-s5fc	Staten Island New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction.	 school construction authority sca capital improvement project current education
yafm-8zht	SI Properties	 property finance lease agency city-owned private consumer affairs dcas administrative services
mgjt-zuui	Damage By Sandy By Age Of Building	 dcp city planning hurricane sandy damage
ee7w-njf3	311 12 MANHATTAN	 311 311 service requests 2010 2011 2012 service request status all service requests
u8iz-2pgk	DOT	 311 311 service requests 2010 2011 2012 service request status all service requests
niyd-ckq3	CCRB: Average Days for the Police Department to Close Substantiated CCRB Cases  2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
y4yc-78a4	Patient Population at World Trade Center (WTC) Environmental Health Center	 health patient world trade center wtc 9/11 healthy living
ytdp-96a2	qw	 sanitation scout graffiti complaint request public
qfk7-6ens	2006-07 Class Size - School-level Detail	 lifelong learning
w8wg-vp5f	pigeon poop 2010 to present	 311 311 service requests 2010 2011 2012 service request status all service requests
5q5r-bu4w	Paratransit Services - Drivers	null
j7wr-gf2w	English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - by Gender	 lifelong learning
xhvw-3wfs	City-owned property with RPAD_DESCRIPTION=OTHER	 property finance lease agency city-owned private consumer affairs dcas administrative services
fq8k-gy89	311 complaints 6.1.12-6.8.12	 311 311 service requests 2010 2011 2012 service request status all service requests
a8rp-fpnn	DYCD after-school programs: Adolescent Literacy	 jobs and economic mobility education services youth community development community development school child children after-school after-school programs programs young adult civics literacy english language program adolescent literacy lifelong learning
sxh6-h6ph	Disposition Of Offensive Language Allegations 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
ucrw-jk24	Yellow Medallion Taxicabs - Drivers Who Have Completed Passenger Assistance Training	 business taxi vehicle transportation license
h7qm-2nji	JFK Airtrain	 doitt gis geographic location map cartography transportation airport jfk airtrain line
g8fu-uwr2	2010 Disciplinary Actions - Filing Rep Formerly Expediter	 dob department of buildings buildings disciplinary actions electrician plumber master plumber architect engineer surrender of privileges elevator offender clean web
z8ur-axk8	Google Map of 311 Placard Complaints - 2009	 311 311 service requests 2009 all service requests
tc87-z5gf	2010 Municipal Building Benchmarking Results (NYPL Sub-Set)	 2010 nyc 2010 nyc municipal building energy benchmarking results benchmark energy energy intensity emissions municipal building block lot
3nx4-m5h6	Community Car Services (Livery) - Vehicles	null
ksfe-nc8x	NYC School Survey - 2009	 lifelong learning
knz4-d525	311 DOB Important Columns	 311 311 service requests 2010 2011 2012 service request status all service requests
m9su-gg5r	Present_rollup	 311 311 service requests 2010 2011 2012 service request status all service requests
yksz-5xaj	TLC Commuter Van Authorizations	 transportation taxi limousine commuter van authorize authorization
v3f6-2e7z	CCRB: Determinations to Recommend Other Misconduct  2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
nmvf-yk7h	NYC Budget Revenue Additional	 revenue omb fiscal financial plan future tax aid intergovernment actual intergovernmental disallow grant capital ifa restrict unrestricted year
i8ys-e4pm	2007-08 Class Size - School-level Detail	 lifelong learning
6wcu-cfa3	2008-09 Class Size - School-level Detail	 lifelong learning
cpf4-rkhq	Neighborhood Tabulation Areas	 neighborhood tabulation areas dcp city planning community area
pyif-r8qe	DYCD after-school programs: Beacon Satellite At NYCHA Programs	 jobs and economic mobility education services youth community development school child children nycha new york city housing authority beacon satellite beacon lifelong learning
3bpc-wa5v	Gender Of Alleged Victims Compared To New York City Demographics 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
krg4-94ja	Birth Rate by Mother’s Birthplace (Top 10), 2007	 birth labor birthplace mother mom baby healthy living
ibp4-i2m3	gvbhfgvb	 jobs tech
3isz-viz2	DOHMH	 311 311 service requests 2010 2011 2012 service request status all service requests
z4kf-gt4n	Watershed statistics	 department of environmental protection dep environment water reservoir health ecosystem eco-system agua water system water supply nyc tap tap water conservation basin town basin healthy living
2t32-hbca	Assembly District Breakdowns	 boundary assembly district community demography demographic statistic youth development lifelong learning
dixp-ney2	Bx Farmer's Mkts	 2012 nyc market list dohmh farmers market green food health
99wq-x9cr	Directory Of Approved Tree Species List	 dpr recreation park tree species healthy living
2v4z-66xt	LION	 lion gis dcp department of city planning (dcp) nodes
g6we-qajk	Sidewalk Café Regulations GIS: Shapefile	 sidewalk café regulations gis: shapefile department of city planning (dcp) dcp restaurant food cafe
5k8n-8zmj	311 Night Noise Survey_Bar Restuarant CB 3	 311 311 service requests 2010 2011 2012 service request status all service requests
wz7x-gr8c	311 important columns	 311 311 service requests 2010 2011 2012 service request status all service requests
zwt9-6u9n	CCRB: Attribution of Complaints to Patrol Borough Brooklyn North 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
egiq-kmr5	CCRB: Attribution of Complaints to Patrol Boroughs and Other Commands 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
gj98-kp5x	2008_rollup	 311 311 service requests 2008 all service requests
anu9-nf8x	DOB311 Brooklyn	 311 311 service requests 2010 2011 service request status all service requests
c2mp-h975	311 Commercial Noise_10009	 311 311 service requests 2010 2011 2012 service request status all service requests
eayu-9mzi	2012	 311 311 service requests 2010 2011 2012 service request status all service requests
j2dp-ev86	DOE	 311 311 service requests 2010 2011 2012 service request status all service requests
pwbx-nrce	nitin_311	 311 311 service requests 2010 2011 service request status all service requests
su43-km57	2	 health safety geographic map cartography public community neighborhood location hospital fund boundary boundaries status statistics care
fw7y-458t	TEA	 civil service civil service title
4g4r-7dfb	2006-07 Class Size - By Borough	 lifelong learning
hjae-yuav	Directory Of Toilets In Public Parks	 dpr recreation park public toilet healthy living
45t5-44y4	DOT DEP	 311 311 service requests 2010 2011 2012 service request status all service requests
gd7c-erma	DEP	 311 311 service requests 2010 2011 2012 service request status all service requests
mrsb-nsv6	Party Complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
s8iy-m77k	311 Commercial Noise Service Requests_2010 to Present_by MN CB	 311 311 service requests 2010 2011 2012 service request status all service requests
aqzq-3e3u	Shital	 library catalog catalogue brooklyn book author title edition publisher
w4v6-3sdt	DOF: Summary of Neighborhood Sales for the Bronx for Class 1-, 2- and 3-Family homes - 2009	 department of finance finance dof property properties neighborhoods sales neighborhood sales homes family homes class-1 class-2 class-3 borough bronx
gyaz-82xj	NYS Math Test Results By Grade 2006-2011 - District - All Students	 lifelong learning
nurr-mhyi	2010-2011 Class Size - District-level Distribution	 lifelong learning
ehhb-sebr	GreenMarkets	 2012 nyc market list dohmh farmers market green food health
4i6t-muzy	Community District 2 (all)	 311 311 service requests 2010 2011 service request status all service requests
7nb7-wq5h	Night Noise Survey CB 3 Map	 311 311 service requests 2010 2011 2012 service request status all service requests
schv-9mb7	Noise Complaints in NYC 2010 to Now	 311 311 service requests 2010 2011 2012 service request status all service requests
uppf-z66u	311 Taxi Complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
rfu3-4gsz	CCRB: Attribution of Complaints to Special Operations Division 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
9mwi-6bhc	NY PARKS	 park parks nature recreation location map cartography geographic
isne-8yvc	staten island cultural map	 culture gallery art museum museo dance performance painting sculpture
yjjf-pspt	HHC juris	 property finance lease agency city-owned private consumer affairs dcas administrative services
jfcf-6yk9	Possibly Alcohol Related	 311 311 service requests 2010 2011 2012 service request status all service requests
rc3z-yq3h	311hfhg	 311 311 service requests 2010 2011 service request status all service requests
kpav-sd4t	NYC Jobs	 career vacancy posting job posting employment employment opportunities jobs nycaps nycaps careers hiring job search nyc jobs
mxwn-eh3b	Checkbook NYC 2.0	 checkbook 2.0 comptroller budget spending revenue contracts payroll nyc
hy6g-rvgm	Lower Manhattan Subway Entrances	 location map cartography basemap transit transportation train subway travel entrance station
9hr3-3wcw	Lower Manhattan Subway & Parking	 location map cartography basemap transit transportation train subway travel entrance station
2rw3-s4mx	Guo Duo	 geographic location map cartography basemap elevation height high place places
mpqk-skis	Emergency Food Assistance Program (Quarterly Report)	 emergency food assistance program (quarterly report) hra human resources reporting food services
kerf-e4qv	Address Type = ADDRESS	 311 311 service requests 2010 2011 2012 service request status all service requests
xr5u-wmvm	tilden Playground	 park parks nature recreation location map cartography geographic healthy living
w26h-5w7i	Eric 1	 geographic location map cartography hydrography water feature hydro structure pier seawall sea
vrex-7fqn	Brooklyn 2009 TC Reductions	 2009 tax commission apply application assess reclassify reduce reduction reclassified property action
xffu-cry7	GIS oil boilers	 energy power environment planning construction housing property
u2hu-4vzm	Queens 2006	null
cvwq-ct3i	NYC Open Data Catalog Aakash Dalwani	null	 opendata catalog catalog dcat datasets directory
jhn3-4vdj	Directory Of Adult Shelter Performance Ranking FY 2011 Q3 2011 Q4	 dhs homeless adult shelter performance ranking q3 q4 2011
48pb-zy2g	Directory Of NYC Cable Providers	 doitt cable service provider
js82-9nvz	Complaints per Uniformed Officer	 ccrb command rankings complaints
q2re-3qb4	Directory of Historical Occurrence of Coastal Stroms in New York City	 oem emergency management services hurricane historical
f6an-2v46	Moving Summonses	 nypd police department moving summonses traffic
qtrj-g3nm	Cash Assistance Recipients in NYC	 cash assistance recipients in nyc hra human resources administration
bbbm-aprh	Bronx 311 Canine Violations	 311 311 service requests 2010 2011 2012 service request status all service requests
fem4-5bbn	RecentTS	 311 311 service requests 2010 2011 service request status all service requests
iavb-qjy2	condensed view-- all noise complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
my38-3fq2	311 DSNY	 311 311 service requests 2010 2011 2012 service request status all service requests
bekg-3iir	CDMedallion-Drivers-Active	 taxi taxicab tlc limousine taxi driver medallion taxi license driver
8dhd-zvi6	2001 Campaign Payments	 finance campaign finance board cfb nyccfb campaign finance elections contributions politics campaign funding
bawj-6bgn	DOF: Condominium comparable rental income – Bronx - FY 2010/2011	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties bronx borough
94ka-ussk	How Complaints Filed With The CCRB Were Reported 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
pzqy-pk76	Residence Of Subject Officers Against Whom Allegations Were Substantiated 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
pc4g-yqvf	Where Incidents That Led To A Substantiated Complaint Took Place - Queens 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
hcf7-jp2y	English Language Arts (ELA) Test Results by Grade 2006-2011 - Boro - by Disability Status	 lifelong learning
ny8v-zzzb	English Language Arts (ELA) Test Results by Grade 2006-2011 - Boro - by Gender	 lifelong learning
gv4e-tssw	Parks_Manhattan	 park parks nature recreation location map cartography geographic healthy living
uhfn-fvtp	Viextest	 park parks nature recreation location map cartography geographic
ipmh-sxha	Setup	null
ysjj-vb9j	2000 Census Tracts	 2000 census tracts dcp census geographic location map cartography boundary tract survey poll
2ghx-qqsj	Certificate of Fitness Schedule of Fees	 fdny fire department safety fire safety training certificate of fitness cof
ufu7-zp25	Math Test Results 2006-2012 - Citywide - SWD	 math test result grade citywide swd lifelong learning
mgh7-e5m5	Directory of Historical Occurrence of Drought in New York City	 oem emergency management services drought
7iqe-jary	Method of Filing Complaint	 ccrb nypd fax telephone mail electronically inperson
3v48-95hb	Health Code	 dohmh department of health and mental hygiene health code health healthy living
iy9q-fs4z	Prequalified Firms	 school construction authority sca firm company companies work trade qualification qualify qualified education lifelong learning
m6ar-24vj	Cyclist Count by Year At Selected Commuter Locations	 dot transportation cyclist clean web
7qja-cifk	Street complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
bv3i-j8gq	Filtered Snow Complaints 2012-2012	 311 311 service requests 2010 2011 2012 service request status all service requests
dsqm-5h92	Bronx 311 Dept. of Housing Preservation and Development	 311 311 service requests 2010 2011 2012 service request status all service requests
f5ym-9t4b	198-39 jordan	 311 311 service requests 2010 2011 2012 service request status all service requests
k8kc-g4kq	Bronx 311 Industrial Waste COmplaints 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
nqzh-fif7	BRONX: 311 Service Requests from 2010 to Present	 311 311 service requests 2010 2011 2012 service request status all service requests
p7d8-52rv	only 2012	 311 311 service requests 2010 2011 2012 service request status all service requests
px3i-smb5	noise heat mao	 311 311 service requests 2010 2011 2012 service request status all service requests
qc5q-t2e4	2010 to 2011	 311 311 service requests 2010 2011 2012 service request status all service requests
ug6p-6fuj	Bronx 311 DOT Street Condition Complaints	 311 311 service requests 2010 2011 2012 service request status all service requests
fxn3-f3f4	kareen	 building buildings permit permits dob building permits
2ij3-wj64	CCRB: Assignment Of Officers Against Whom Allegations Were Substantiated - Other Bureaus 2005 - 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
s5ne-bpvg	Disposition Of Offensive Language Allegations 2005	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
en2c-j6tw	DOF: Condominium Comparable Rental Income – Bronx – FY 2008/2009	 department of finance finance dof rental property condominiums cooperatives residential apartment buildings rental properties bronx borough
97iw-vtbx	DOF: Cooperative Comparable Rental Income – Staten Island – FY 2008/2009	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough staten island
pcgw-s47c	English Language Arts (ELA) Test Results by Grade 2006-2011 - Citywide - by Disability Status	 lifelong learning
4kse-vfnd	English Language Arts (ELA) Test Results by Grade 2006-2011 - Boro - All Students	 lifelong learning
sif8-gigx	Coney Island	 map location cartography site art public permanent culture history historical monument sculpture statue
7dwj-b3f3	cultural_zoomedout_bottom	 culture gallery art museum museo dance performance painting sculpture
gbra-32re	Coney culture	 culture gallery art museum museo dance performance painting sculpture
5ixz-ihhi	VR_Dataset	 311 311 service requests 2009 all service requests
9zpv-w5vm	311_dataset	 311 311 service requests 2009 all service requests
buvd-nb6a	Templates	null	null
fdx7-6jsr	Directory Of Land Use Application Fees	 dcp city planning land  use fees
ngf9-zejg	Type & Number Of Allegation Complaints Received	 ccrb allegations complaints abuse force offensive language
8kcv-ciza	Projected New Housing Starts - as Used in Enrollment Projection	 school construction authority sca new housing starts lifelong learning
pc34-d3sx	Safe Route to Schools - Priority Schools	 dot safe route schools priority school clean web
g993-cbry	iZone PLS School List	 izone pls school
2htj-rswr	311 gaffiti 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
789c-esme	Bronx DOHMH 2010-present	 311 311 service requests 2010 2011 2012 service request status all service requests
d47b-wkvh	09/01/2012 12:00:00 AM	 311 311 service requests 2010 2011 2012 service request status all service requests
iy29-ps3i	37-50 81	 311 311 service requests 2010 2011 2012 service request status all service requests
jhqa-6dzr	speeding_2012	 311 311 service requests 2010 2011 2012 service request status all service requests
jkry-exk2	331	 311 311 service requests 2010 2011 2012 service request status all service requests
pnv7-5mep	Bronx_311_Noise_Commerical	 311 311 service requests 2010 2011 2012 service request status all service requests
qvr2-gw69	311 Reports for 235 E 4th St	 311 311 service requests 2010 2011 2012 service request status all service requests
unrs-a9wi	closed 11-6	 311 311 service requests 2010 2011 2012 service request status all service requests
xz7m-uw4p	311 HPD Important Columns	 311 311 service requests 2010 2011 2012 service request status all service requests
s4su-auus	Financial centers	 empowerment finance financial empowerment empowerment center consumer financial
nthg-fsts	CCRB: Assignment of Officers against Whom Allegations Were Substantiated - Patrol Borough Brooklyn South 2005 – 2009	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics
qf2v-7dbv	Disposition Of Abuse Of Authority Allegations 2005	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
xah7-gu5w	Disposition Of Offensive Language Allegations 2007	 complaint civilian review board activity ccrb civilian complaint review board 2005 2006 2007 2008 2009 complaint activity statistics disciplinary recommendation allegation misconduct
nzwe-84pu	Bronx Volunteer Opportunities	 volunteering volunteers volunteer opportunities events volunteer organizations
cwg5-cqkm	DOF: Cooperative Comparable Rental Income – Queens – FY 2008/2009	 department of finance finance dof rental property cooperatives residential apartment buildings rental properties borough queens
vn2t-jh2b	English Language Arts (ELA) Test Results by Grade 2006-2011 - Boro - by English Proficiency Status	 lifelong learning
zs4w-c9cd	English Language Arts (ELA) Test Results by Grade 2006-2011 - School level - by Disability Status	 lifelong learning
jh6p-jma8	VR_Dataset	 311 311 service requests 2009 all service requests
vmyt-6qq2	Bronx Clean Heat point map	 clean heat data green environment environmental sustainability oil fuel
v8ji-4gr9	Health Center Districts	 health center districts dcp geographic location map cartography safety health wellbeing fitness medical center health center
6u6h-px7z	Population Change For 20 Largest Cities In the United States	 dcp city planning population growth us
7ujc-hpzg	Distribution of Force Allegations	 ccrb allegations distribution
rbrz-iagc	Assignment of Officers against whom Allegations were Substantiated	 ccrb assignment officer substantiated allegations
hde9-i3n7	Health Hazards Associated With Heat Index Values	 oem emergency management services extreme temperature heat index category
